"category","content","vet_id"
"abdominal_cavity","Imagen en espejo de hígado dentro del tórax que descarta presencia de efusión pleural","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thorax_lungs","Presencia de efusión pleural en mediastino craneal","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thorax_lungs","Evaluación ecográfica enfocada en el tórax de paciente con trauma (TFAST)","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thorax_lungs","Signo de deslizamiento pleural positivo (normal)","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thorax_lungs","Signo de escalón por desvió del signo de deslizamiento de la continuidad normal de Pulmón Pleura  sugerente de desgarro intercostal, trauma de pared torácica, alteración del espacio pleural o afección","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thorax_lungs","Cohetes pulmonares o colas de cometa representativos de contusión pulmonar secundaria a trauma o edema intersticial en pacientes no traumatizados","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thorax_lungs","Presenta signo de pulso pulmonar por deslizamiento hacia atrás y hacia adelante con cada latido cardiaco","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thorax_lungs","Signo de punto pulmonar en tercio medio, tercio superior y tercio inferior torácico que establece diagnóstico de neumotórax masivo","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thorax_lungs","Signo de punto pulmonar en tercio superior torácico que establece diagnóstico de neumotórax  parcial","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thorax_lungs","Presencia de enfisema subcutáneo","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thorax_lungs","Imagen en espejo de hígado dentro del tórax que descarta presencia de efusión pleural","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thorax_lungs","Cohetes pulmonares confluentes fusionados en vista hepato diafragmática de patrón pulmón blanco","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thorax_lungs","Efusión pericárdica donde el líquido contenido queda en evidencia por un borde hiperecoico compatible con el saco pericárdico que rodea el corazón","da07b0a1-53a8-42db-9c7a-748415bf9734"
"muscular_study","Deformación indiferenciada de los planos musculares o no caracterizada de presentación ecogénica mixta","da07b0a1-53a8-42db-9c7a-748415bf9734"
"muscular_study","Evaluación de una tumefacción de tejido blando muscular con proceso inflamatorio anecogénico encapsulado","da07b0a1-53a8-42db-9c7a-748415bf9734"
"muscular_study","Perdida de continuidad de la pared muscular por hernia con anillo hiperecogénico","da07b0a1-53a8-42db-9c7a-748415bf9734"
"muscular_study","Contenido aéreo en tumefacción de tejido blando","da07b0a1-53a8-42db-9c7a-748415bf9734"
"muscular_study","Presencia de masa infiltrativa muscular con ecogenicidad mixta, estructuras trabeculadas con contenido anecoico","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thyroid_glands","Vista longitudinal  lóbulo tiroideo, medial a la arteria carótida, parénquima tiroideo ligeramente más ecogénico con textura fina que la musculatura cervical adyacente","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thyroid_glands","Posición envuelta por una vaina hiperecogenica delgada","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thyroid_glands","Músculos esternocefalicos y esterno hioideos están superficiales a la tiroides con características ecogénicas conservadas.","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thyroid_glands","Características ecogénicas conservadas","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thyroid_glands","Quistes foliculares tiroideos bilaterales 
 ","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thyroid_glands","Glándula tiroidea izquierda presenta","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thyroid_glands","Glándula tiroidea derecha presenta","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thyroid_glands","Múltiples focos hiperecogénicos en la glándula","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thyroid_glands","Múltiples focos hipoecogénicos en la glándula","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thyroid_glands","Examen Doppler color de la glándula tiroidea que muestra un buen flujo sanguíneo parenquimatoso","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thyroid_glands","Compatibilidad con adenomas paratiroideos","da07b0a1-53a8-42db-9c7a-748415bf9734"
"major_vessels","Lumen anecoico alineado horizontal mente de la vena yugular","da07b0a1-53a8-42db-9c7a-748415bf9734"
"major_vessels","Liquido perivascular anecoico superficial a la vena por hematoma","da07b0a1-53a8-42db-9c7a-748415bf9734"
"major_vessels","Gggggggggggggg","da07b0a1-53a8-42db-9c7a-748415bf9734"
"major_vessels","Liquido perivascular anecoico superficial a la vena por hematoma","da07b0a1-53a8-42db-9c7a-748415bf9734"
"major_vessels","Liquido perivascular anecoico superficial a la vena por hematoma","da07b0a1-53a8-42db-9c7a-748415bf9734"
"adrenal_glands","HIPOFUNCION MANIFIESTA","da07b0a1-53a8-42db-9c7a-748415bf9734"
"left_kidney","Plantilla 1
 ","da07b0a1-53a8-42db-9c7a-748415bf9734"
"left_kidney","Plantilla 1","da07b0a1-53a8-42db-9c7a-748415bf9734"
"gallbladder","Plantilla 1","da07b0a1-53a8-42db-9c7a-748415bf9734"
"gallbladder","Plantilla 2","da07b0a1-53a8-42db-9c7a-748415bf9734"
"spleen","Plantilla 1","da07b0a1-53a8-42db-9c7a-748415bf9734"
"urinary_bladder","Plantilla 1","da07b0a1-53a8-42db-9c7a-748415bf9734"
"bones_others","Plantilla 1","da07b0a1-53a8-42db-9c7a-748415bf9734"
"abdominal_cavity","Plantilla 1","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ovaries","Plantilla 1
 ","da07b0a1-53a8-42db-9c7a-748415bf9734"
"left_kidney","Plantilla 2
 ","da07b0a1-53a8-42db-9c7a-748415bf9734"
"breed","DELFIN
 ","da07b0a1-53a8-42db-9c7a-748415bf9734"
"breed","MESTIZO","da07b0a1-53a8-42db-9c7a-748415bf9734"
"liver","Parrafo 1
 ","da07b0a1-53a8-42db-9c7a-748415bf9734"
"spleen","Plantilla 2","da07b0a1-53a8-42db-9c7a-748415bf9734"
"stomach","Parrafo 1
 ","da07b0a1-53a8-42db-9c7a-748415bf9734"
"stomach","Parrafo 2
 ","da07b0a1-53a8-42db-9c7a-748415bf9734"
"conclusions","Parrafo de conclusiones","da07b0a1-53a8-42db-9c7a-748415bf9734"
"spleen","Parrafo 1
 ","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thyroid_glands","Flujo vascular -------","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thyroid_glands","LLongitud del lobulo izquierdo ____","da07b0a1-53a8-42db-9c7a-748415bf9734"
"observations","Observacion 167","da07b0a1-53a8-42db-9c7a-748415bf9734"
"observations","Observacion 2
 ","da07b0a1-53a8-42db-9c7a-748415bf9734"
"conclusions","Recomendacion 1","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","Diag dif 1","da07b0a1-53a8-42db-9c7a-748415bf9734"
"conclusions","Impresion 1","da07b0a1-53a8-42db-9c7a-748415bf9734"
"stomach","GASTRO 1
 ","da07b0a1-53a8-42db-9c7a-748415bf9734"
"stomach","GASTRO 2","da07b0a1-53a8-42db-9c7a-748415bf9734"
"colon_notes","COLONO 1","da07b0a1-53a8-42db-9c7a-748415bf9734"
"colon_notes","COLONO 2
 ","da07b0a1-53a8-42db-9c7a-748415bf9734"
"diagnosis","hjsdeh dws mjdf dsfjmhsfv jfsv fsdv jfj vf fb bb","da07b0a1-53a8-42db-9c7a-748415bf9734"
"colon","Hinchazon tipo alfa","da07b0a1-53a8-42db-9c7a-748415bf9734"
"spleen","Parénquima homogenea","da07b0a1-53a8-42db-9c7a-748415bf9734"
"reason_for_ultrasound","Estudio de gestación
 ","da07b0a1-53a8-42db-9c7a-748415bf9734"
"spleen","Largo aumentado","da07b0a1-53a8-42db-9c7a-748415bf9734"
"small_intestine","Intestino agrandado tipo alfa","da07b0a1-53a8-42db-9c7a-748415bf9734"
"urethra","Hinchada por la parte dercha","da07b0a1-53a8-42db-9c7a-748415bf9734"
"small_intestine","Enfermedad tipo alfa","da07b0a1-53a8-42db-9c7a-748415bf9734"
"ovaries","Presenta ovario alfa","da07b0a1-53a8-42db-9c7a-748415bf9734"
"spleen","aumento de volumen","da07b0a1-53a8-42db-9c7a-748415bf9734"
"urinary_bladder","Se evidenció en su topografia habitual","da07b0a1-53a8-42db-9c7a-748415bf9734"
"stomach","Presenta aumento alfa","da07b0a1-53a8-42db-9c7a-748415bf9734"
"stomach","Parrafo 3
 ","da07b0a1-53a8-42db-9c7a-748415bf9734"
"referred_by","Clinica Suiza","da07b0a1-53a8-42db-9c7a-748415bf9734"
"breed","CRUZA","da07b0a1-53a8-42db-9c7a-748415bf9734"
"referred_by","CAMILA PAOLINI","da07b0a1-53a8-42db-9c7a-748415bf9734"
"equipment_used","MINDRAY KL","da07b0a1-53a8-42db-9c7a-748415bf9734"
"left_kidney","HHHHHHHHHDDDHDHDHHDH FFFF","da07b0a1-53a8-42db-9c7a-748415bf9734"
"gallbladder","Glaucoma
 ","da07b0a1-53a8-42db-9c7a-748415bf9734"
"urethra","Uretra tipo alfa","da07b0a1-53a8-42db-9c7a-748415bf9734"
"conclusions","Litiasis","da07b0a1-53a8-42db-9c7a-748415bf9734"
"conclusions","Neoplasia hepatica","da07b0a1-53a8-42db-9c7a-748415bf9734"
"thorax_lungs","Thjhjgfn fgn gfjhgfjhgfjkgf ngf gf gfjngfjgfjjgf ngf fgjgfjjgjjg","da07b0a1-53a8-42db-9c7a-748415bf9734"
"referred_by","CLINICA PARAGUAY
 ","da07b0a1-53a8-42db-9c7a-748415bf9734"
"spleen","Ancho disminuido","da07b0a1-53a8-42db-9c7a-748415bf9734"
"conclusions","Tumor de higado","da07b0a1-53a8-42db-9c7a-748415bf9734"
"conclusions","Tumor de bazo","da07b0a1-53a8-42db-9c7a-748415bf9734"
"equipment_used","SONOSCAPE ULTRA","da07b0a1-53a8-42db-9c7a-748415bf9734"
